"","bait.X1","bait.X2","bait.X3","bait.X4","bait.X5","bait.X6","bait.X7","bait.X8","bait.X9","bait.X10","bait.X11","bait.X12","bait.X13","bait.X14","bait.X15","bait.X16","bait.X17","bait.X18","bait.X19","bait.X20","bait.X21","bait.X22","bait.X23","bait.X24","bait.X25","bait.X26","bait.X27","bait.X28","bait.X29","bait.X30","bait.X31","bait.X32","bait.X33","bait.X34","bait.X35","bait.X36","bait.X37","bait.X38","bait.X39","bait.X40","bait.X41","bait.X42","bait.X43","bait.X44","bait.X45","bait.X46","bait.X47","bait.X48","bait.X49","bait.X50","bait.X51","bait.X52","bait.X53","cat_det.X1","cat_det.X2","cat_det.X3","cat_det.X4","cat_det.X5","cat_det.X6","cat_det.X7","cat_det.X8","cat_det.X9","cat_det.X10","cat_det.X11","cat_det.X12","cat_det.X13","cat_det.X14","cat_det.X15","cat_det.X16","cat_det.X17","cat_det.X18","cat_det.X19","cat_det.X20","cat_det.X21","cat_det.X22","cat_det.X23","cat_det.X24","cat_det.X25","cat_det.X26","cat_det.X27","cat_det.X28","cat_det.X29","cat_det.X30","cat_det.X31","cat_det.X32","cat_det.X33","cat_det.X34","cat_det.X35","cat_det.X36","cat_det.X37","cat_det.X38","cat_det.X39","cat_det.X40","cat_det.X41","cat_det.X42","cat_det.X43","cat_det.X44","cat_det.X45","cat_det.X46","cat_det.X47","cat_det.X48","cat_det.X49","cat_det.X50","cat_det.X51","cat_det.X52","cat_det.X53","fox_det.X1","fox_det.X2","fox_det.X3","fox_det.X4","fox_det.X5","fox_det.X6","fox_det.X7","fox_det.X8","fox_det.X9","fox_det.X10","fox_det.X11","fox_det.X12","fox_det.X13","fox_det.X14","fox_det.X15","fox_det.X16","fox_det.X17","fox_det.X18","fox_det.X19","fox_det.X20","fox_det.X21","fox_det.X22","fox_det.X23","fox_det.X24","fox_det.X25","fox_det.X26","fox_det.X27","fox_det.X28","fox_det.X29","fox_det.X30","fox_det.X31","fox_det.X32","fox_det.X33","fox_det.X34","fox_det.X35","fox_det.X36","fox_det.X37","fox_det.X38","fox_det.X39","fox_det.X40","fox_det.X41","fox_det.X42","fox_det.X43","fox_det.X44","fox_det.X45","fox_det.X46","fox_det.X47","fox_det.X48","fox_det.X49","fox_det.X50","fox_det.X51","fox_det.X52","fox_det.X53","dingo_det.X1","dingo_det.X2","dingo_det.X3","dingo_det.X4","dingo_det.X5","dingo_det.X6","dingo_det.X7","dingo_det.X8","dingo_det.X9","dingo_det.X10","dingo_det.X11","dingo_det.X12","dingo_det.X13","dingo_det.X14","dingo_det.X15","dingo_det.X16","dingo_det.X17","dingo_det.X18","dingo_det.X19","dingo_det.X20","dingo_det.X21","dingo_det.X22","dingo_det.X23","dingo_det.X24","dingo_det.X25","dingo_det.X26","dingo_det.X27","dingo_det.X28","dingo_det.X29","dingo_det.X30","dingo_det.X31","dingo_det.X32","dingo_det.X33","dingo_det.X34","dingo_det.X35","dingo_det.X36","dingo_det.X37","dingo_det.X38","dingo_det.X39","dingo_det.X40","dingo_det.X41","dingo_det.X42","dingo_det.X43","dingo_det.X44","dingo_det.X45","dingo_det.X46","dingo_det.X47","dingo_det.X48","dingo_det.X49","dingo_det.X50","dingo_det.X51","dingo_det.X52","dingo_det.X53","pot_trid_det.X1","pot_trid_det.X2","pot_trid_det.X3","pot_trid_det.X4","pot_trid_det.X5","pot_trid_det.X6","pot_trid_det.X7","pot_trid_det.X8","pot_trid_det.X9","pot_trid_det.X10","pot_trid_det.X11","pot_trid_det.X12","pot_trid_det.X13","pot_trid_det.X14","pot_trid_det.X15","pot_trid_det.X16","pot_trid_det.X17","pot_trid_det.X18","pot_trid_det.X19","pot_trid_det.X20","pot_trid_det.X21","pot_trid_det.X22","pot_trid_det.X23","pot_trid_det.X24","pot_trid_det.X25","pot_trid_det.X26","pot_trid_det.X27","pot_trid_det.X28","pot_trid_det.X29","pot_trid_det.X30","pot_trid_det.X31","pot_trid_det.X32","pot_trid_det.X33","pot_trid_det.X34","pot_trid_det.X35","pot_trid_det.X36","pot_trid_det.X37","pot_trid_det.X38","pot_trid_det.X39","pot_trid_det.X40","pot_trid_det.X41","pot_trid_det.X42","pot_trid_det.X43","pot_trid_det.X44","pot_trid_det.X45","pot_trid_det.X46","pot_trid_det.X47","pot_trid_det.X48","pot_trid_det.X49","pot_trid_det.X50","pot_trid_det.X51","pot_trid_det.X52","pot_trid_det.X53","pot_sp_det.X1","pot_sp_det.X2","pot_sp_det.X3","pot_sp_det.X4","pot_sp_det.X5","pot_sp_det.X6","pot_sp_det.X7","pot_sp_det.X8","pot_sp_det.X9","pot_sp_det.X10","pot_sp_det.X11","pot_sp_det.X12","pot_sp_det.X13","pot_sp_det.X14","pot_sp_det.X15","pot_sp_det.X16","pot_sp_det.X17","pot_sp_det.X18","pot_sp_det.X19","pot_sp_det.X20","pot_sp_det.X21","pot_sp_det.X22","pot_sp_det.X23","pot_sp_det.X24","pot_sp_det.X25","pot_sp_det.X26","pot_sp_det.X27","pot_sp_det.X28","pot_sp_det.X29","pot_sp_det.X30","pot_sp_det.X31","pot_sp_det.X32","pot_sp_det.X33","pot_sp_det.X34","pot_sp_det.X35","pot_sp_det.X36","pot_sp_det.X37","pot_sp_det.X38","pot_sp_det.X39","pot_sp_det.X40","pot_sp_det.X41","pot_sp_det.X42","pot_sp_det.X43","pot_sp_det.X44","pot_sp_det.X45","pot_sp_det.X46","pot_sp_det.X47","pot_sp_det.X48","pot_sp_det.X49","pot_sp_det.X50","pot_sp_det.X51","pot_sp_det.X52","pot_sp_det.X53"
"11","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil",0,0,0,0,642.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142.39939393939,0,998.672,1283.87898089172,1095.86944444444,0,0,1156.72873563218,0,0,0,0,0,0,0,718.0375,0,1276.33333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306.50666666667,0,68.7455555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205.58857142857,0,0,0,0,0,270.662365591398,0,53.1684615384615,0,0,0,0,0,57.9116666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389.792222222222,0,0,0,0,0,0,0,0,0,0,0,0,1330.60833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342.95,0,246.421794871795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203.42944444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195.28,0,0,0,0,0,0,0,0,0,1415.02908496732,0,0,0,168.721333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385.798333333333,0,0,0,0,0,0,80.7366666666667,383.632843137255,0,0,0,344.510087719298,0,0,0,0,34.0511111111111,0,0,1298.09622641509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1354.33666666667,213.624166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.546666666667,0,0,0,0,0,0,0,0,0,0,457.561666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263.23333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263.23333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil",0,0,0,0,0,0,0,0,0,0,1215.17333333333,0,437.708888888889,1292.91166666667,87.98,1189.84833333333,307.61,0,0,0,0,0,0,0,0,1180.01666666667,630.220689655172,521.626506024096,490.956666666667,167.071078431373,492.999333333333,1242.24666666667,0,1150.89166666667,1347.79533333333,1107.22380952381,208.193333333333,1017.15,534.228888888889,0,315.41875,133.466666666667,0,1363.56916666667,302.375,355.535555555556,818.133333333333,1279.34666666667,0,0,0,864.645,239.022666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.946666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.251666666667,1002.24833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1340.02333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248.30266666667,0,0,0,1172.35333333333,0,0,1264.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0433333333333,0,0,0,13.5379166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil",0,0,1383.17,263.826666666667,264.43,0,0,0,0,0,0,1344.31222222222,0,27.4516666666667,0,0,0,0,0,0,120.972222222222,0,0,0,0,0,0,0,0,0,1311.07333333333,0,0,0,0,1336.78333333333,294.39,0,0,0,1296.20083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Synthetic Fermented Egg","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Chicken pieces in cage","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil","Tuna Oil",0,0,0,1308.06,0,0,360.308933333333,0,1200.99855855856,0,0,0,0,0,0,307.693333333333,0,0,0,0,0,0,0,0,0,1195.89333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386.286666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
