"","MOD13Q1.A2021273.h29v12.061.2021290014259.hdf","MOD13Q1.A2021289.h29v12.061.2021306182739.hdf","MOD13Q1.A2021305.h29v12.061.2021322012556.hdf","MOD13Q1.A2021321.h29v12.061.2021338161624.hdf","MOD13Q1.A2021337.h29v12.061.2021355015752.hdf","MOD13Q1.A2021353.h29v12.061.2022005001445.hdf","MOD13Q1.A2022001.h29v12.061.2022018175249.hdf","MOD13Q1.A2022017.h29v12.061.2022035004006.hdf","MOD13Q1.A2022033.h29v12.061.2022051005509.hdf","MOD13Q1.A2022049.h29v12.061.2022066003438.hdf","MOD13Q1.A2022065.h29v12.061.2022101213442.hdf","MOD13Q1.A2022081.h29v12.061.2022098001637.hdf","MOD13Q1.A2022097.h29v12.061.2022121225730.hdf","MOD13Q1.A2022113.h29v12.061.2022136104509.hdf","MOD13Q1.A2022129.h29v12.061.2022146013359.hdf","MOD13Q1.A2022145.h29v12.061.2022168103709.hdf","MOD13Q1.A2022161.h29v12.061.2022178180901.hdf","MOD13Q1.A2022177.h29v12.061.2022195120941.hdf","MOD13Q1.A2022193.h29v12.061.2022215014134.hdf","MOD13Q1.A2022209.h29v12.061.2022232150301.hdf","MOD13Q1.A2022225.h29v12.061.2022242000745.hdf","MOD13Q1.A2022241.h29v12.061.2022258131502.hdf","MOD13Q1.A2022257.h29v12.061.2022274023057.hdf","MOD13Q1.A2022273.h29v12.061.2022297154036.hdf","MOD13Q1.A2022289.h29v12.061.2022307122840.hdf","MOD13Q1.A2022305.h29v12.061.2022322030300.hdf","MOD13Q1.A2022321.h29v12.061.2022351024115.hdf"
"43",7965.16150493727,8156.75328706336,7947.52825791742,8202.82676549021,8060.89310639034,8449.65210299314,8351.17564642084,8550.47401687794,8239.8451524624,8043.5503865093,8254.66103731893,8376.21266064367,8552.89538408014,8560.28461932081,8550.05133846554,8796.49995545115,8471.03257692203,5047.12438736176,8169.21095422499,8587.51323211477,8723.43594939956,8189.30294632836,8072.54310964204,8429.15777234358,7087.505474556,8122.9942771589,8720.00419107423
"44",8138.42161530725,8292.52810687813,8060.96220733012,8293.33115686541,8326.00856049008,8506.42151122615,8449.24155584099,8612.17858144163,8377.53943528189,7841.99647006611,8030.34759194256,8499.36662621663,8462.34936157875,8529.78249284853,8326.06147986662,8839.67610235878,8123.67415521324,5761.93202921358,7601.37518370413,8256.66465445702,8658.98369755233,7846.51824440109,7896.38058773331,8115.74274174409,4481.34097897162,8247.01033520802,8795.41101961454
"45",7607.77658988394,8077.7798568426,7383.13120682277,7901.60922488133,7825.90403262419,8197.37056335342,7975.49996983334,8319.620920962,8098.00537603768,8105.74880689953,8100.67510506755,8161.36889830717,8095.66699992514,8488.41756059986,8611.65605076235,8810.58637466695,8127.82605034232,8278.34971832779,8284.58525509416,8391.72875037492,8475.79763792901,8162.43660400009,8165.38057484043,8064.67619592089,5299.23877992114,8126.18676856362,8002.94728991117
"46",7542.57314927395,8410.58612047322,7710.66534045786,8030.67126483492,7969.80052057984,8263.11591255237,8089.30304959828,8149.98191643589,8266.92782351269,8051.57276973598,8546.38558058398,8533.38946527224,8520.54760543896,8384.2259099791,8479.48143577162,8804.67948544971,8638.12355857704,7099.22456421576,8166.47659790918,8615.76392638631,8451.72475615444,8604.06224099504,8205.54086581437,7874.98751106908,5995.31171989428,8008.25190943697,8509.38656380293
"47",7496.70125430827,7705.50702819155,7784.2716651568,7899.6929301982,7997.55901005541,8188.84077910446,8656.94850697709,8203.85880178879,8010.38911104819,7164.10426689873,8303.31241755906,8311.81379947948,8334.06783256347,8108.2631466841,8199.61205104596,8571.97771537021,8382.21091552988,7408.52818478074,7240.10299057565,8680.42352526908,8010.43548357648,8202.44695610315,7763.36758876268,8279.8267953236,5042.40833507948,8053.28350622751,8307.87139439009
"48",7163.35697788767,7586.04021128279,7558.07343037638,7514.98793378795,7690.27057110993,8027.36201997638,8021.97172522279,8124.07461190943,7757.65498048655,7240.17207298118,8337.21031841315,8225.71142730111,8198.95440401559,7967.43344835581,7979.07359332739,8146.23163406845,7987.81224353387,5059.84862752488,7108.10640351262,7858.83396438742,7962.51625866045,7086.170592615,7381.84693049784,7840.43407378171,6798.26388117599,7799.89974970708,8178.16420190456
"49",7641.72486851411,7841.32929073847,7531.64922919695,7791.43052068531,7703.26669963372,8059.14571347828,8148.19671433082,7777.2639468561,7867.04626230678,7119.14657891833,7755.24756486072,8094.87081604938,8008.03254297314,8208.71792101096,7978.39879625825,7742.57521731319,8246.93850013661,7337.79514030501,7674.91191706669,7826.48045076183,7936.28266740548,7687.11982729465,7606.55285018901,7701.78935701273,8433.2639747918,7903.12080736847,8316.32088959832
"50",7729.77961765414,7862.38458397603,7746.9160387974,8020.15093603028,8031.43020037029,8271.91934513003,7876.57206541422,8402.48216503343,8185.82704314124,7386.78437669407,7905.10574203774,8199.24885181849,8099.24601551377,8118.13854092917,7979.55649996946,6883.89947351924,8107.30920438703,7048.04010728555,7234.38722205752,7789.63802252772,7893.69464772716,7883.41565869257,7721.62521176921,8189.38919431898,5868.0832493075,8265.47313842588,8512.43282326555
"51",7165.9575254996,7341.22066713332,7024.40638110549,6970.14086932838,7377.37223899156,7436.75114363522,7766.76053057582,7959.6549139954,7798.49390833988,8357.93961340736,8039.19504525433,7702.27789050746,8152.16415296996,8165.53085753722,8275.70438024051,8371.70251364847,8046.29479210691,4696.9676566342,7904.84671927217,7843.57231066405,7774.83248997291,7959.17555866837,7471.48647013296,7473.64029378222,8350.7544706765,7545.34809280322,7694.86230426222
"52",7412.47294629287,7100.70513226077,6669.26873221776,6559.03065462033,6805.28581307539,7083.21725644705,7382.95270283473,8002.49215099862,7596.2027882482,8269.85325856403,7834.14087756027,7299.3988191866,8119.42388728349,7856.87126432996,8109.41268112845,7934.65272805472,7819.16972639248,6059.17604142959,7497.1526487128,7798.50540326794,7125.65888384777,7875.46646186883,7308.29675750237,7385.99347725111,8082.69121470576,7886.98358792214,7110.85946287899
"53",8036.81916018298,7474.70788994599,7081.1327687777,6734.33657647024,7212.68814080136,7472.49497290002,7689.78960281668,8198.27366498784,7883.65040319395,8369.28801993844,8034.21553575291,7146.15422479076,8329.2353019284,8145.04355636757,8266.83937923845,7883.96414687103,8078.57907051309,6139.69773749788,7827.99301376136,7978.3742641203,7407.31480109618,8219.66650676354,7650.14778619781,7368.98397222364,8210.63602666831,8158.13583815408,6999.71769879873
"54",7865.12045296432,7345.68524483152,6778.8394104674,6740.71999667899,7088.54806644223,7418.42675390693,7576.26417412269,7910.24343709162,7763.60569078003,8405.06509095884,7982.43051309449,7284.77299600735,8248.36683178249,8048.67315012497,8100.19013167565,6981.09956709706,7955.69593871466,6148.45339292375,7520.14686808876,7868.41666761195,7625.48162927071,8056.03347420187,7563.61875993733,6514.69974340976,8516.67118441032,7542.67968877565,7065.9499115403
"55",7964.1802334823,7614.51523832834,7081.89189205907,7153.1512060867,7771.96437716644,8009.43109307074,8009.82149470428,8023.86568830959,8299.25446795582,8784.13626424857,8256.07840147199,8531.90401204211,8459.35944364821,8545.05416070777,8258.98983506682,8458.72186695279,8053.30482613324,3710.55123520722,7900.10444825084,7988.08594105062,7469.89499467564,8244.46944292945,7765.74160340474,6534.48979107828,3226.88107070884,7187.08758692612,7360.35183860954
"56",7899.04809823557,7188.68672858158,7649.72075883689,7124.54629563096,7930.9992503539,7716.82075669396,8286.15249187551,8240.27249344979,8290.47930027323,8673.99836407327,8239.03160231341,7521.13890521227,8621.71542757089,9304.18575939315,8302.52959572581,8757.37304868286,7882.80973543337,1539.03303856827,8245.65286562329,8339.96073439655,8331.20192322453,8347.50739821391,7959.32380876091,7339.8915595768,7601.35173494845,7641.96778466115,7561.18041210852
"57",8688.94764351604,7693.99567097084,7586.79997189771,7442.33344951969,7768.0092064115,8052.47364318106,8112.32959043293,8178.75791589229,8363.22855870555,8545.90746481421,8276.69510374611,8612.25110852078,8658.81993347894,9323.88260931607,8329.63669384903,8852.07346936267,7968.58238509375,4246.68234156266,8149.10999488148,7438.82217204868,8226.02689436597,8615.35748468668,8186.72186789602,7671.064630568,7898.2337493031,7715.50932603065,7883.25762428339
"58",8206.97695553928,7513.76959394408,7433.08704441115,7237.17170108408,7295.28588468844,7804.39901059212,8147.39948681002,7859.19617056326,8308.65368525985,8367.83751906762,8293.50422759774,7905.60295437364,8633.36766952103,9190.80630901776,8289.56545982388,8784.94882979735,8012.15159091661,4626.71475026383,8142.06295276506,8073.27306227748,8034.47665673048,8578.68521566158,7676.41384850717,8047.86067440055,7661.8007641733,7586.68368566532,7732.43547202123
"59",8071.10077107845,7639.33030752807,7325.35155737915,7245.94042003941,7617.21122474535,7765.69549842337,7970.54248054939,8438.61722970725,8220.02485312343,8535.99665523823,8027.84050415323,7983.43464571877,8470.40822482993,8953.90733580865,8261.81265678159,8447.49204938099,7814.53455400285,6797.74457234888,7973.14326016859,8211.74981445332,8381.73962788032,8558.61007903587,7901.71038421506,7727.43166961432,7534.46818043026,7536.01801255302,7842.5227905345
"60",7429.15065344993,7211.48707035686,7020.97347667147,7202.84867482614,7206.24967059456,7624.05194115432,7763.40932745459,7967.73702837473,8152.61064222937,8434.9791456418,8042.86269478384,8418.28268909334,8387.1336415113,8797.60492145299,8207.5759361309,8270.68608391565,7595.69575583808,3589.7415676929,7888.03451871274,8693.2338245344,8145.26262949585,8374.62513079673,7883.08676775522,7625.01187986527,7674.24902831521,7373.00542104966,7870.20868655632
"61",8536.85131598525,8792.80132947303,8334.04417554773,7966.1991109736,8175.3583118202,8342.86467644885,8523.15437164338,8864.20922206433,8403.22758409431,8791.19171799329,8486.72777734946,8554.56375726429,8734.19134873939,8393.00089174754,8929.48045686902,8656.22363027611,8506.68528146656,8216.51903300798,8216.09056776337,8562.43097835122,8243.20825438465,8456.91530400148,8322.05585498292,8053.92397548584,8235.88827442765,8075.77200403398,8037.78399565572
"62",7378.79497551967,8079.00439613786,7459.22036329599,7599.09076871417,7911.29657885732,8132.0518297145,8033.04547471454,8292.73882660017,8138.09337090648,8415.79541592416,8132.34303694715,8540.45734443158,8575.69248115109,8435.62644235398,8801.69429860884,8548.84639813929,8236.15081709551,6135.70247818732,8028.88763210613,8350.20066499667,8080.20380454005,8242.35145086153,7904.17347729214,7795.08841201216,6937.65400728839,7867.56603647142,8034.993216887
"63",8300.13649619654,8812.45990461112,8313.67634842831,8225.47980082857,8276.98435204424,8499.6224648485,8452.14382457044,8764.70791994806,8385.64204034003,8708.28314867551,8433.70478978226,8713.99308563979,8675.89887885792,8561.16594309533,8846.08623218396,8531.67173555018,8359.88405381328,6993.33871636259,8182.98169880853,8423.2389409167,8458.53365439993,8480.4167012523,8250.11320462649,8203.4113672995,6677.92764866778,7817.25784714899,7885.22452166015
"64",8472.40037556831,8834.98603079698,8504.35615763876,8520.87028377429,8468.50752610762,8588.3449218163,8564.81347267326,8794.3496786733,8555.99520395024,8967.6854172142,8498.04130636149,8899.45657680392,8802.02994238381,8748.21645541374,8817.15705760442,8454.34773182272,8338.40482434636,6752.89622249883,8281.21784390853,8912.33088357876,8310.32632911279,8720.85130632592,8326.0106387895,8006.39248466813,8993.16728739725,7970.40765854305,7977.40777933562
"65",8118.48964481626,8363.3666859838,8038.14910969046,8051.21608906552,7932.78047802344,8178.56187083419,8084.67295409363,8539.31554117753,8343.37778343525,8793.81972206659,8296.92119654957,8630.99189325461,8516.24913037902,8358.57845106181,8468.71556899364,8231.70856083272,8320.7768940203,5243.28367698266,8048.73539154295,7975.17722176601,8026.2194959213,8437.68654027402,8111.82727007975,7862.87848411277,7071.25795194882,7777.77874534153,7932.33128182527
"66",8060.69988462579,8358.90648710657,8004.75550933666,8076.75018271467,7945.23025046672,8284.81015819991,8209.57322471298,8620.89526814355,8304.82375161006,8737.95785716871,8284.87553597135,8566.80110267901,8591.15355783423,8476.34364293277,8541.49319452477,8318.78955692817,8265.70222451649,2692.23173204656,8065.322288308,8789.29925047181,7972.59819342619,8409.48035912148,8206.44319200875,7530.0997273899,6161.92653252543,7641.91153045538,7808.73229266601
"67",8034.85598907863,8399.5016462234,7956.23461361456,8125.16097560141,7899.19602477979,8321.75959761662,8093.19522977379,8591.25162447702,8295.48132822918,8807.57399545927,8230.32620016096,8634.94909049746,8587.50790367066,8601.66390990295,8475.36716754756,8103.08638682675,8268.73593951304,1714.72879406113,8036.99641188775,8640.32759802138,8020.93203585959,8638.93082420605,8198.56551185703,7874.59442588127,3283.04576824076,7733.46721215593,7761.12440576029
"68",8018.53939282016,8241.37397330048,7915.09767135631,7879.22051137082,7936.95356240728,8258.92782793066,8143.94217546377,8349.13594293047,8358.71865288616,8694.7177239105,8291.0924373618,8565.43874824501,8596.39915887755,8565.31313059748,8365.94027394117,8211.85206298326,8189.32098346966,6448.00802073761,8036.2171014528,8713.00456153646,8156.53755598005,8564.25223833861,8154.31350320443,6614.22643684709,2207.98697803228,7841.23556151497,7663.08726561796
"69",8181.46238458212,8374.79770701423,8211.23043519115,8188.69047055143,8051.03037211298,8329.93937763317,8228.1220115807,8498.13685681033,8509.96513739857,8658.51292286714,8332.3772984468,8624.16024147145,8624.23892058465,8594.87881785125,8468.51385283829,8198.89439659839,8184.55757554839,6100.7521225536,8103.84392457393,8259.08509428643,8421.42124117837,8815.90983741598,8205.61384301284,8003.94929533775,8642.43973632137,7950.67043491354,7683.98235103391
"70",8166.90637206443,8393.85040331568,8184.19229387412,8211.34383679024,8019.49339157906,8356.03320169781,8402.94907265711,8633.0305887729,8586.43235437024,8632.12853138691,8310.09060333481,8680.2397941214,8630.89340331173,8550.98000381931,8552.06713417342,8270.83196664845,8295.6050699314,5632.78277890296,8058.38542970159,8345.35328965731,7951.64790980697,8563.11546631064,8192.19963524853,7881.10223768208,4081.00699276363,7937.28758156234,7645.06950469608
"71",7563.20151654981,7641.62154480538,6793.81060281405,6878.04725708697,7071.78934867903,7297.79202716251,7300.28958357866,7847.64016026727,7552.39723629514,7831.91655617241,8065.93752146313,7712.95001378353,7933.8254073371,8269.26866703242,8216.32694435649,8477.23320683941,8113.6015263824,8841.61343197261,8025.97881404447,8018.67542355238,8336.7428835516,7628.71120138575,7495.11090934274,7224.9689859633,1256.71096096509,7133.97289697759,7380.98964850614
"72",7700.78555717233,7719.42115355946,6856.4063933766,6996.41070000184,7182.94431502255,7322.12839367701,7317.62791201509,8194.278028927,7991.85769037269,8089.90674698895,7482.15585965375,7937.68406098671,7933.0034975153,8204.09874815047,8261.22956798074,8597.59932317958,8125.13201170702,8843.7556345098,7907.18760954177,8069.46794308423,8396.71017490201,7574.08533755294,7422.16675991995,4699.00416550874,3635.199835579,6838.28334597266,7245.39286146957
"73",7636.0521227031,7874.93726703296,7275.20480846449,7381.76523725447,7329.09507601136,7639.54154674109,7469.31475588238,8273.96583957782,7988.06258234826,8307.60903937409,7748.85637542024,7910.61309976146,8036.20988175108,8168.77736256821,8303.15454211916,8540.43671364886,8122.7646229948,8863.06427726646,7942.10293030725,8164.75350541063,8569.04546134928,7667.9183827551,7404.63656913985,4218.65133135069,3949.60566133219,7155.07432707788,7475.39117076829
"74",7198.4990044447,7710.23747708633,6693.06265759109,6986.49706161588,6971.52213994198,7277.28033412705,7189.52804708891,8119.11860144457,7801.87581632037,8064.31728117626,7557.34042745875,7896.73103132858,7850.08775550625,8021.22226998445,8083.48495714278,8178.19687182437,8000.1680698676,8594.09988287933,7792.07781663932,7956.79823593283,8155.92831756289,7594.16884481327,6984.77793474186,7144.36517714998,2426.94743784738,7033.10161405328,7461.58417793675
"75",8107.87248061611,8399.13989460364,7966.73921818578,7889.02817952001,7835.92586098337,8303.51506268582,8143.45164538641,8613.97520068453,8407.27455928803,8463.87840019115,8268.73330026619,8695.08836583445,8454.26979638992,8599.19332432482,8570.35774722404,8693.4843100842,8543.33654137957,8808.2118500006,8270.82646919545,8431.4900101997,8383.0488035838,8014.4533000551,7942.33397296915,6398.03923381331,7241.20954220826,7861.94291374223,7920.19596821013
"76",7855.11566755038,8118.59002972502,7070.81086391505,7510.98411969643,7014.7003817017,7886.58028352423,7495.50071155854,8408.34077503998,7872.79040253429,8303.52909620484,7749.89436367116,8033.38894650089,8394.70843191756,8453.87507261757,8321.42565900973,8596.86149462727,8485.76856788299,8257.74050515473,8341.183721029,8290.75529097994,8326.27164669206,7832.96887891846,8074.03030336358,7635.13702259027,2628.95564209815,7476.01449500146,7662.58626136889
"77",7954.62203731095,8267.39904361542,7470.00728925831,7655.09299018433,7518.98660656455,7964.18504721604,8026.5190349017,8641.35176906748,8049.99183013422,8448.14416151535,7963.69644716676,8543.46240513294,8537.07746662055,8485.26855625343,8526.65148264172,8781.93390284956,8688.83979709432,8142.7644560778,8386.9895444325,8518.36036163928,8466.51650661598,7998.20003968889,8032.28257768182,8216.43581052714,7492.52535639091,7738.0309339088,7796.85138773707
"78",7830.62441933025,8528.07250831542,7855.6572775469,7906.44394882914,7674.67953711706,8274.44754995554,8199.63341486759,8803.67919221735,8349.62253611758,8557.00965207989,8487.5592461261,8393.56858413331,8382.86682390136,8461.56835143049,8509.01630313344,8881.69948372372,8703.76847401905,8256.11817632078,8329.15368540817,8515.28724343891,8503.61645236064,8110.42252418739,8347.71053065993,8720.23979736086,8626.25828738264,7814.67903915617,8012.5491639039
"79",8038.23206631282,8326.82705223008,7404.77758378626,7522.93570987043,7569.69327977687,7935.57193202861,8011.33428829731,8735.68148669641,8269.07320678386,8683.27062588847,8626.77980065,8546.39132387633,8528.51587156609,8576.85603853043,8590.31934343934,8842.47439412125,8742.91254706425,8525.45815824406,8485.91521648009,8574.99034638437,8547.02608488901,8229.81381259444,8353.93914947162,8615.72966459323,8347.08201519596,7951.57006087597,8143.20783335106
"80",7795.74215419585,8304.34138567635,7611.91812479168,7511.90736333457,7536.20533762648,7828.21079035861,8062.39459674069,8833.97614099412,8062.21631400539,8613.31161515433,8445.05673274831,8596.82085390334,8475.16390024675,8407.0154795214,8689.28896209961,8911.85871338937,8917.32239024899,8372.32552576506,8055.75480414503,8440.65123557981,8573.09963733699,8090.66993691785,8367.47750748551,8146.80871266512,8503.10079948239,7952.81415684376,8178.63825900462
"81",8024.29476799886,8373.53172450524,7625.55222674954,7940.58141097346,7716.87464022261,7936.11649544532,8464.21204473431,8046.72857980856,7644.25324138396,8233.53042994373,7673.74989101773,8220.18966727771,8231.11793030859,8213.41035469176,8415.17868274099,8095.94232187958,7983.38086393622,7996.81021502868,8005.96409215487,8032.70622515424,8409.1059864055,7744.01851360401,7779.72694651341,7881.18748184953,8497.57937363,7819.09606745221,5087.74589413673
"82",8273.1484705476,8488.64034732324,7979.71122749767,8562.67361401857,8150.88318712289,8325.68519680805,8708.71462647349,8531.21306416981,8301.90709075014,8867.01394700715,8399.12952263985,8657.24152514364,8598.05429657239,8635.09580604117,8613.97724163536,8450.50815073491,8652.91913580169,8391.83939293185,8165.88053099177,8334.78789515968,8172.30777169854,8384.33639841408,8127.24165226156,7956.9973275412,8502.73688702941,8245.1308759957,6354.08476461483
"83",8209.00052087654,8362.06415084737,7466.76707465395,8491.97268387195,8254.14486277179,8395.42749919832,8596.39762713995,8426.47655531273,8204.09920315466,8815.76211746311,8361.25190887227,8454.2849786763,8975.98436122576,8452.95084654887,8511.48211362325,8458.66780790253,8486.1878916475,8311.97006522633,8022.45206894955,8094.61034773506,8297.47554008597,8420.24269840835,8016.97382504148,8090.7433733461,8209.55832147475,8202.55439453708,5974.13919174153
"84",8596.27976681915,8903.47616100578,8726.34162013943,8823.6973508546,8583.29102651664,8667.54547188366,9000.99538613605,8876.93667173474,8685.62160675322,8741.31986512201,8365.41794791731,8886.26420720493,8957.42830389753,8709.54404435668,8739.18298326138,8635.22748348099,8694.60783549515,8549.06785019583,8337.13265227275,8416.45265738546,8626.74900027252,8560.25675270892,8457.10092666492,8425.62326464691,8425.45916262394,8529.73514440372,3202.26368504548
"85",8391.07708617638,8507.24699414478,7918.30909151721,8352.5212414818,7492.62849850087,8457.01391552704,8619.92477195693,8526.53327321991,8233.68459338836,8749.42830693905,8438.63976804206,8554.24767278368,9077.56787808925,8939.88442424546,8693.84059765045,8764.83332906281,8595.78432511511,7903.29278331892,8241.35203700339,8087.80545552253,7948.08427413652,8385.19383066846,7890.571883527,8127.38436565681,8181.91555970855,8417.84715415503,7839.32223511775
"86",7857.20228109839,8369.30634379785,7671.73002964077,8188.25743123282,7851.75333729529,8130.53058058603,8759.98479642645,8371.63174156231,8474.4110590361,8636.12959480936,8196.92213807814,8939.29427799227,8852.49903951526,8604.49310647693,8155.28135084551,8703.86304005599,8378.68869088872,8008.14796459952,8061.42557852445,8085.07899361453,7955.60078998161,8312.23248515411,7956.57596412423,8387.06864561827,8194.04988446228,8076.58215667228,8668.38383223725
"87",7520.58704571674,7893.17937692461,7297.81230719966,7920.06198161897,7573.44162394093,7787.29988455061,8600.19071314324,8076.79474557098,8100.34473195055,8434.10302915373,7966.38261950575,8337.56494977064,8478.01576265042,8366.46845916856,8260.16415434971,8471.34660596109,8192.13078312943,7930.79088139526,7717.61004784322,8330.10943339119,7833.89908124713,7941.30949579161,7873.02681993924,8263.71410953375,8062.62094787147,8092.44453758774,8107.46875294565
"88",8161.40951757156,8223.44394783383,7334.33478183442,7910.59204838042,7814.04800264911,7994.94262685617,8493.10035015847,7909.95657652575,8072.54084389313,8385.17897216636,8043.20747262972,7109.90233512102,8697.28069068595,8380.34404529289,8356.15769410583,8715.42449034007,8383.44547566892,8196.39836440553,7832.79793272261,8414.30675204079,7760.63944393709,8067.45189089116,7938.01681374758,8377.5415686568,8091.36213891314,7948.89514853257,8543.1590771463
"89",7615.96396317307,7696.77681650705,7504.9525837918,7369.54048239982,7186.5648990907,7803.56567296925,8395.94653771979,7794.67560879755,7835.92258357189,8374.37150394535,8023.02322898518,8648.02136995951,8590.18733990352,8441.3200800902,8520.15699865244,8835.72756563909,8533.95508391847,8273.81221018387,8140.09336371908,8528.30513055135,8077.60072706932,8243.40665951688,8121.09827828245,7862.23420531273,8262.41793978627,8141.53550895869,8793.03415937722
"90",8380.30331749987,8259.65819283619,7715.48064726137,8200.22597394055,7782.54384773799,7924.90963023771,8791.76454308168,8332.87894054731,8085.92529526237,8991.1068513632,8257.50729159425,7395.96696019626,8755.04381173444,8558.41763463728,8544.4841189551,8997.69042123801,8025.73842972498,7887.56277374962,8219.80707694153,8310.24442883517,8012.55930081704,8130.69394726882,8079.98653672471,6497.96191217493,8097.04095275652,8027.34040962374,8855.25226394705
"91",7204.27441793186,6903.41843917497,7100.91919879596,6615.85477411393,7057.75453443677,7268.40175104954,8232.34759562229,8639.63282751497,8124.02961178226,8127.03532221731,8488.76759975127,8455.63559080189,8756.96129870711,8513.27328242229,8552.25004033349,8641.79617725689,8666.55737329386,8371.83822778379,8120.17834124509,8464.53143696504,8305.60842341831,8596.2225187091,8028.88012319877,8265.54011121077,8067.66393556946,7705.71206136452,7979.97722517813
"92",7979.71722596282,7810.42340807503,8015.58549966069,7568.18895140739,7862.29626162727,7963.45764331125,8670.17952344174,8320.77847481845,8617.13534762544,8680.56667336685,8861.63804548907,8872.31308193204,8970.10702678945,8816.32074589007,8848.04844775092,8884.10747487707,8829.04716162503,8588.62125329896,8406.92219817859,8671.97971303704,8615.19468095096,8785.29987828095,8372.23662879285,8455.46803891372,8397.72258797701,8177.90708001907,8256.56834589962
"93",8104.05191267969,7859.33597910805,7863.82236791801,7601.46572641466,7983.82324665971,7976.61256931668,8619.97201502544,8748.76270467855,8684.15012369086,8668.98752627115,8559.99082307285,8887.94459519323,8994.14269470585,8852.18643556125,8950.78944700921,9004.97643710353,8908.36487997385,8694.30383973452,8440.38345082978,8599.53549027696,8506.19635014401,8979.28995965499,8269.95313480549,8609.6294450572,8413.93848448752,8207.19946782002,8173.0651963657
"94",7518.88337605615,7170.90322314084,7221.77308976442,6875.3667410274,7332.72785922206,7437.18595730781,8234.92585545268,7709.83051070573,7986.41909567958,7905.04247153899,8354.15512367251,8115.61529589818,8539.80084494505,8336.09118851445,8517.93303110665,8653.29515310342,8607.87947020301,7897.02643888852,7989.60548175966,8354.22299033242,8193.87794668213,8527.86186207322,7851.70301598121,8345.88835338704,8209.97147618316,7565.6972690129,7637.70363393407
"95",7398.892116677,7056.57708300635,6831.31352570291,6982.24419401522,6894.88599555439,7146.60111469088,8043.24765276476,7954.06234146238,8054.77191708105,8004.84840951262,8350.30666727672,8247.76575258155,8559.38332047675,8520.96212808849,8420.35026650586,8748.00565785346,8501.29812752622,8187.17715416606,8226.96994366704,8402.0329328338,8195.04448650985,8551.03423578934,7750.41125564352,8057.411281569,7630.86139631505,7521.26621792746,7408.65709951053
"96",7611.4283915072,7521.06214820522,7433.80511249529,7176.9284072948,7300.71489286413,7479.13081222215,8550.23573995706,8004.07035785656,8217.57112713876,8216.339576743,8234.91906336581,8312.69186947178,8675.60292053449,8342.12706932177,8509.91141994533,8698.92426333568,8460.50686911969,8409.38257586631,9149.06570536961,8382.13965861292,8301.56401571844,8622.57552792354,7912.35607070188,8242.17114607903,8240.44012152595,7703.78655274769,7934.59851788269
"97",8177.99559788403,8254.47423311786,7998.49342346204,7572.83471012456,7717.91653419213,8012.68550053417,8722.97034817261,8567.13551161082,8581.26742200084,8331.41448210288,8700.26492777628,8723.81999981128,8904.95864688026,8696.94595995551,8806.4803137458,8868.52168043057,8509.853249022,8503.83544431294,8381.30250039076,8776.55458521443,8493.34557571026,8188.22960422837,8378.31857734361,8869.42268711802,8327.75035248506,8252.74755365005,8651.91355643547
"98",8048.2173395312,7478.24210509109,7754.32201379452,7489.79643248716,7457.94549532014,7799.25700267342,8621.88731724052,8338.09201582554,8241.14796010121,8353.59423331918,8577.88474674588,8639.86929552692,8884.60111429803,8728.72155728714,8708.55104068343,8813.71944248572,8538.03308012458,8484.77304690059,8407.44655126977,8689.6997021099,8593.75535127651,8776.88265996057,8283.06938266522,8564.99693195231,8605.14825569012,8023.52373844143,8126.98757725097
"99",7880.32430173428,7349.54324078773,7535.17931402467,7110.95332555276,7305.4558062555,7455.32460680645,8385.54721203313,8071.77622813602,8217.21226761647,8429.5534249764,8409.6241043273,8444.99465931109,8762.3467320642,8508.38835298891,8440.35084765075,8701.285434668,8365.63855033127,8259.07474107711,8217.44415633561,8483.91228729497,8468.14453103028,8588.57023908436,8006.32117235491,8085.59381546908,7962.18491798777,7834.96045403441,8097.81352894016
"100",7929.80034753862,7670.50051083513,7200.73857183608,7171.2547913676,7261.41802424985,7423.25678671606,8346.8528713967,8197.76639148026,7900.91540814858,8299.61684660956,8305.48528776793,8329.38598034229,8608.98672814001,8245.03866952445,8353.53381400321,8734.63255744839,8333.12568775273,8239.51509585941,8235.64184329667,8373.75625668166,8440.44209174803,8528.13211961011,7832.2272262576,8092.63281520359,7897.87351434679,7620.00137929404,7908.27796043249
