"","MOD13Q1.A2021273.h29v12.061.2021290014259.hdf","MOD13Q1.A2021289.h29v12.061.2021306182739.hdf","MOD13Q1.A2021305.h29v12.061.2021322012556.hdf","MOD13Q1.A2021321.h29v12.061.2021338161624.hdf","MOD13Q1.A2021337.h29v12.061.2021355015752.hdf","MOD13Q1.A2021353.h29v12.061.2022005001445.hdf","MOD13Q1.A2022001.h29v12.061.2022018175249.hdf","MOD13Q1.A2022017.h29v12.061.2022035004006.hdf","MOD13Q1.A2022033.h29v12.061.2022051005509.hdf","MOD13Q1.A2022049.h29v12.061.2022066003438.hdf","MOD13Q1.A2022065.h29v12.061.2022101213442.hdf","MOD13Q1.A2022081.h29v12.061.2022098001637.hdf","MOD13Q1.A2022097.h29v12.061.2022121225730.hdf","MOD13Q1.A2022113.h29v12.061.2022136104509.hdf","MOD13Q1.A2022129.h29v12.061.2022146013359.hdf","MOD13Q1.A2022145.h29v12.061.2022168103709.hdf","MOD13Q1.A2022161.h29v12.061.2022178180901.hdf","MOD13Q1.A2022177.h29v12.061.2022195120941.hdf","MOD13Q1.A2022193.h29v12.061.2022215014134.hdf","MOD13Q1.A2022209.h29v12.061.2022232150301.hdf","MOD13Q1.A2022225.h29v12.061.2022242000745.hdf","MOD13Q1.A2022241.h29v12.061.2022258131502.hdf","MOD13Q1.A2022257.h29v12.061.2022274023057.hdf","MOD13Q1.A2022273.h29v12.061.2022297154036.hdf","MOD13Q1.A2022289.h29v12.061.2022307122840.hdf","MOD13Q1.A2022305.h29v12.061.2022322030300.hdf","MOD13Q1.A2022321.h29v12.061.2022351024115.hdf"
"13",7800.50060782393,8076.51371010809,7060.74509706471,7326.61057211046,7101.67116458705,7787.97082120543,8736.90192660325,7976.74648072337,7817.06110026059,8598.52268497025,8281.18270294067,7986.02171499454,8610.57381130945,8601.22515953153,8559.08259345313,8519.34994167481,8431.29999324417,7181.2622583764,8315.64681232586,8599.9150095096,8172.55614209741,8296.99348787646,8425.28764357112,8144.59653963788,8248.82191951025,7829.38469162389,7938.28591419196
"14",7903.87156643795,8008.99190953652,5889.68173538561,7817.7491742496,7192.67132699634,7564.6017102931,8662.05707514498,7624.21491499851,7826.11034460778,8524.5146940932,8028.27599528347,8203.190631881,8874.02385674134,8645.27629417501,8660.1693810508,8573.06230016004,8493.81226285181,7932.63940104998,8552.89464810014,8773.58555807504,8288.56994079683,8770.74421156379,8271.78636504423,8161.63102980902,8894.87070895426,7677.40977736777,7950.16762998588
"15",7357.68470785125,6997.51444346583,6773.31038081812,7360.83751448629,6328.11445908243,7128.79515690196,8300.86710152945,7306.4911109145,7172.85120312656,7790.110049938,7569.7757986365,8170.03119311144,8502.73876754889,8388.60837910984,8447.27906623678,8347.28548752124,8443.59557478056,7577.78109403753,8301.15762322859,8533.55398200036,8087.30613025229,8269.94180612996,8090.1763954388,7743.9047060088,3982.47398045611,7332.5156574065,7692.20558660719
"16",7574.79337955747,7037.72425754525,6949.67063700548,7689.0777909792,6512.10605223999,7559.09571230499,8392.21966110447,7506.05707677735,7424.12146265339,8478.64924958551,8003.66247411776,8313.83287507414,8408.75280537394,8510.08401421775,8669.10572836242,8660.65341137238,8361.8339176417,7792.2379669208,8414.79046801211,8351.64983161854,8251.71212807319,8142.62637924402,8382.08230341142,8020.59515715909,2839.98066617723,7656.18974415865,7918.51808673736
"17",7687.62049073798,7031.03912374354,6673.06692890884,7550.48664786,6584.89132966348,7414.41561035519,8693.05126440968,7694.67704828198,7798.31563584501,8707.87267168653,8051.36624911144,8461.16228106505,8471.5069150417,8691.5598524161,8562.01048227593,8543.14514838385,8864.24401872502,9060.74106595467,8384.10091671487,8538.08369936695,8517.81530133806,8421.61670773928,8459.05684579369,8033.21783574985,7491.05507563676,7953.31881814427,8035.24862730514
"18",8017.14548020764,7430.43925647219,6875.34598686397,8087.39965411816,6997.92228493211,7588.90485239906,8374.35322265695,7879.31734199968,8078.90701988185,8805.80658091341,8431.21424847693,8673.37169275209,8767.55026773992,9133.05267285099,8566.19363524905,8439.55951205971,8067.91140263369,8512.34169075002,8555.64727552078,8921.13435852068,8549.27761782256,8495.73665452428,8663.48639258266,8388.9296084373,6910.5454183618,8090.61087377816,8210.95436183178
"19",7884.70489227569,7648.41103872291,6810.34130515581,6746.84477819821,6808.62100601948,7576.2118877193,7493.68719163913,7780.52865542728,8056.30703298219,8695.08496981932,8399.04488261517,8587.24195567334,8667.83369806228,8440.31186373879,8458.66336166409,8579.34253215069,8795.43713597316,8442.74729385755,8516.50140806941,8541.51785126368,8426.46982463467,8348.53391240222,8551.59162515485,8370.8399490031,5070.73418174487,7958.82734566103,7982.72077437312
"20",8053.5491636426,7827.94632218932,6523.58605480637,6931.50649899684,6746.46641072427,7571.90392748499,7742.17466588029,7594.86980399684,7816.47324182006,8564.00271456405,8124.94903205448,8564.06322663233,8547.31198200252,8846.4397167026,8281.04948684781,8646.18023968305,8537.12579777857,8895.66227613511,8257.42410750024,8337.33621303793,8652.57433588271,8262.81186329766,8520.53725583398,7908.12710329632,2944.16902535185,7892.66962330461,7871.37244377653
"21",7907.05997620437,7784.08138982432,7935.49779323506,7835.19481867712,7908.04895100493,8029.71413152609,8378.59837501938,7887.35277059426,8195.8189762391,8316.60018737671,8902.72377920154,8876.19216355886,8356.11369363106,8453.53117599805,8106.85152932721,8613.74510317916,7959.93299315096,9096.68110408664,7952.13396586925,8305.38438810945,8088.33802888823,7861.77666409639,8126.49007952137,7720.37783801717,7853.66776952774,7772.32417416274,7615.84076274053
"22",7923.70362865339,6696.50161565403,7943.7024289605,7820.24813091661,7842.05719459127,8153.7822785126,8555.06719241536,7648.67430702483,8260.75321632846,8501.66942722161,8342.24640012052,8776.48788257468,8440.07735874231,8609.4713077232,8330.70493450831,8705.63893938478,7922.16758270113,9253.48560315067,8329.80158527623,8522.02616883897,8321.10357674178,8687.63261623858,8431.16313920369,7913.49307601417,8278.18229150064,7999.74765885981,7837.62153367056
"23",8153.46619632397,8392.69461985766,7924.42315054005,7956.07023440885,7892.99530532968,8133.04883407018,8529.69466231231,7987.27175331011,8108.16082801536,8579.14982817574,7995.86488904705,8930.88016748176,8445.88770525851,8471.22969637425,8426.93509974169,8835.10569904724,8444.53719921986,8953.04221966246,8458.11074737276,8486.20446001214,8389.68136094125,8379.18025090445,8362.97505649246,7977.85031007706,8280.05372205749,8039.06939924427,7911.64209368177
"24",8602.51460767039,8559.46063380091,8150.14333335711,8035.15026929349,7992.76224975344,8216.96459640147,8466.17316422049,8211.2818918339,8289.7156467317,8749.7673307947,8242.77653858816,9125.25503682242,8569.54902350125,8651.88365448051,8581.78431463224,8681.29162436371,8569.00307079824,9679.60728745644,8559.21240358634,8450.55465338347,8522.09795081832,8730.33476665536,8611.07217616665,8183.24397111183,8364.16308723189,8071.30117180161,8038.93863589979
"25",8523.87777287399,7802.87378124457,6719.68238955002,8565.90785237908,8038.81386658649,8222.19512737956,8430.21359215326,8286.51749750944,8470.33161378449,8859.45876164481,8524.15070874033,9221.02762534075,8643.43027835263,8758.36771267687,8571.55249797115,8875.00713126133,8688.70850507704,8371.88161301679,8590.81899431841,8472.99328557572,8553.70105458608,8956.15744875051,8635.437500997,8198.26030390106,8455.11868021389,8081.53500916474,8111.53211408021
"26",8505.73602028848,8074.95336011242,7355.47711036944,8680.4633821727,7998.04156666102,8229.44481920256,8314.11906023707,8190.50162163357,8270.28236243424,8773.65854889767,8334.75432804247,8882.51005978426,8640.16091747022,8758.23661544239,8305.27804848686,8777.17477717458,8519.64500436313,9105.86795806445,8762.10902798571,8437.89079749453,8529.29503509075,8650.42655827101,8615.98349325942,8159.26668125896,8424.74918712882,8175.31035651632,8060.13666588268
"27",8619.15913883452,8310.17460984128,6548.80723342989,8694.00434302704,8153.34446255203,8404.05365449199,8514.80743005725,8226.21896815586,8431.95623416871,8751.94517079366,8368.3950237571,8799.04130195905,8565.83649378526,8721.03483623671,8072.12592627005,8921.70633788223,8293.16254002291,9050.97745808164,8690.08175284417,8419.98945384837,8546.85810043284,8404.64882702167,8663.47973048764,8226.7417313845,8464.82966085271,8392.02149589508,8203.66024649261
"28",8677.79392598095,8359.86405066435,8131.85524567928,8289.49695303506,8046.25944633653,8238.00657183413,8524.15867177403,8305.10988591831,8516.10019382506,8789.04466444883,8375.92625375856,8172.04540505909,8868.66483904426,8814.15240855202,8638.40535950443,9012.58801502047,8677.71663509294,9337.85997181081,8595.28328790037,8598.15083436629,8573.01959351912,8404.78884426843,8674.12942877393,8292.65060172828,8486.62466533755,8256.33147005519,8223.44441094744
"29",8633.50321549818,8276.99470568656,8263.58472780335,8094.08856489698,8170.11879316517,8388.90787311821,8581.41310282932,8346.05028291922,8548.83965703781,8817.58983851812,8450.40609143956,8127.21467990468,8818.92857956833,8812.32891348758,8712.81791356211,8980.05085689715,8644.38025241237,9109.83926666172,8534.19790348297,8665.92281956028,8653.83089023555,8319.01868547636,8631.39010815804,8215.91528350039,8429.89837843512,8280.39276116738,8377.9412223964
"30",8270.63200868431,8170.18513245912,7548.09253858931,7876.03311806971,7663.37178808596,8190.52049595964,8173.09224223825,8194.7081010623,8163.77028778982,8617.84924983799,8343.23075849237,7210.99754420014,8655.59442409271,8577.10766299767,8510.09157962144,8888.21451444918,8656.4902915751,8881.93475839857,8503.47937114242,8554.05019037624,8444.6444329794,8257.22118681327,8166.6624546777,8179.15083397089,7951.99839127315,8055.50234029775,8046.43435117376
"31",8206.81615611163,8089.50565411548,7864.99275395068,7683.79697202566,7777.78597600477,7867.97858323772,7707.19206099761,8357.10693111706,7767.23796516145,8283.14618435057,8752.09032842007,8415.47580310232,8676.52795197565,8532.19063297644,8752.9176366198,8778.42248106323,8533.16928837448,8351.72742524816,8413.7271600997,8238.40074097636,8748.78427142415,7904.38515569929,8245.47448341155,8117.46619770411,6347.68882379986,7798.30006878314,8116.80641545745
"32",8502.3870285278,8352.50212475678,7942.53311173766,7992.1037733183,7525.61572002601,8078.85000631272,8178.92381827673,8675.3091749192,8082.94967217496,8655.23245763108,8685.30964776182,8490.87954207032,8638.32653820797,8511.45270562618,8598.34526305285,8741.1953015955,8629.09406943762,8368.48161288451,8631.34158526488,8027.0182671809,8773.84190819395,8148.72392450393,8550.42749942953,8048.75244485077,3461.08364978147,7900.02669108946,8054.92805641323
